label,question
500,"Selamat malam, dokter. Saya mendengar kalau obat buat penyakit Graves itu ada dua ya, dok. Namanya PTU dan Methimazole. Apakah kedua obat itu sama saja atau bagaimana ya, dok? Terima kasih."
100,Apakah penyakit Graves sama dengan Graves disease?
100,Apakah diagnosis banding dari penyakit Graves?
600,Kenapa mata menonjol dapat terjadi pada penyakit Graves?
200,"Selain autoimun, faktor risiko apa lagi yang dapat menyebabkan penyakit Graves?"
400,Pemeriksaan darah pada diagnosis penyakit Graves untuk apa?
100,Penyakit gangguan hormon tiroid akibat autoimun
100,Penyakit kelebihan hormon tiroid akibat autoimun
100,Hipertiroidisme akibat autoimum apakah selalu berarti penyakit Graves?
200,"Penyakit Graves lebih mungkin menyerang perempuan daripada laki-laki, apakah benar?"
200,"Penyakit Graves lebih mungkin mengenai wanita daripada pria, apakah benar?"
600,Apakah penyakit Graves dapat menyebabkan kerusakan pada tulang dan osteoporosis?
700,Apakah yang dimaksud dengan remisi penyakit Graves?
700,Apakah mungkin penyakit Graves hilang selamanya dari tubuh?
200,Apakah usia dan jenis kelamin berhubungan dengan kejadian penyakit Graves?
200,Apakah penyakit autoimun lain berhubungan dengan penyakit Graves?
100,Graves disease adalah penyakit apa?
100,Apakah penyebab penyakit Graves ini adalah virus?
100,Apakah penyebab penyakit Graves ini adalah bakteri?
200,Apakah kebiasaan merokok dapat menyebabkan penyakit Graves?
200,Apakah stres dapat menyebabkan penyakit Graves?
300,Apakah tidak bisa ereksi saat berhubungan seksual merupakan salah satu gejala dari penyakit Graves?
300,Apakah sulit tidur dan rasa gelisah merupakan salah satu gejala dari penyakit Graves?
500,Apakah obat methimazole itu?
500,Apakah obat propilthiouracil (PTU) itu?
300,"Selamat siang, dokter. Anak saya yang berusia 6 tahun memilih keluhan mata yang menonjol disertai dengan keluhan kelopak warna yang berwarna kebiruan. Apakah itu merupakan hal yang wajar, dok?"
300,"Siang, dokter. Saya mau bertanya, suami saya akhir-akhir ini mengalami keluhan mata kirinya seperti agak menonjol dan terasa tidak nyaman. Selain itu, matanya juga seperti keliatan kemerahan, berair, dan gatal. Sudah berobat ke dokter umum, tapi sepertinya belum membaik, dok. Mohon informasi sebaiknya apa yang harus saya lakukan, dokter? Terima kasih."
500,"Halo, dokter. Saya Yulia, 29 tahun. Saya sudah menderita penyakit Graves 6 tahun lamanya. Akan tetapi, baru kali ini saya merasakan sakit pada leher saya dan kini benjolan di leher saya berukuran seperti telur puyuh. Saya sempat rutin meminum obat yang diberikan, tetapi saat ini sedang tidak. Apakah ada solusi untuk saya, dokter? Terima kasih."
300,"Met, dokter. Suami saya belakangan ini matanya semakin menonjol dan tampak juling. Suami saya penderita Graves, tetapi selalu obat rutin. Apakah yang harus saya lakukan ya, dok? Terima kasih."
100,"Halo dok... Saya seorang wanita berusia 34 tahun. Akhir-akhir ini saya mengeluhkan badan lemas, mudah gemetar, dan penglihatan sedikit terganggu. Saya berkaca di depan cermin, tampaknya mata kiri saya terlihat lebih menonjol. Saya sudah datang ke dokter dan diperiksakan kadar TSH. Hasilnya tinggi dan saya dicurigai penyakit Graves. Saya takut dengan penyakit ini, apakah bisa sembuh, dok? Terima kasih."
600,"Hallo, dok. Disini saya seorang penderita penyakit Graves yang matanya menonjol. Mau tanya, dok.. Apakah ada jalan untuk pengobatan mata menonjol saya dengan semacam obat tetes? Supaya tidak merepotkan. Terima kasih."
500,"Pagi dokter... Saya penderita kelenjar tiroid yang terletak di depan leher saya. Keluhan benjolan di leher ini membuat saya tidak nyaman. Karena itu saya juga stress dan sakit kepala luar biasa. Apakah ada solusi untuk itu, dok? Makasih."
400,"Hallo, dok... Saya seorang remaja usia 18 tahun. Saya ada keluhan mata saya di kaca ko keliatan agak sedikit juling ya, dok. Saya sempet cerita ke ibu saya. Kata ibu saya, dulu pernah seperti itu juga dan masalahnya ada di kelenjar gondok. Katanya nama penyakitnya Graves disease. Saya diminta untuk periksa ke dokter. Apakah benar saya juga mengalami penyakit Graves? Terima kasih."
300,Apakah mata juling selalu berarti penyakit Graves?
100,Apakah penyakit Graves disebabkan oleh kelenjar gondok?
200,Apakah penyakit Graves lebih banyak terjadi pada perempuan?
300,"Mata tampak menonjol tanpa disadari, apakah itu salah satu tanda dan gejala penyakit Graves?"
300,Apakah penurunan berat badan drastis dan mata menonjol selalu berarti Graves disease?
300,"Apakah gejala mata membengkak, terasa berair, dan nyeri sudah beberapa bulan curiga penyakit Graves?"
300,Apakah mata menonjol keluar dan kelopak mata yang sulit menutup artinya ada masalah dengan kelenjar gondok saya?
100,Apakah nama lain dari penyakit Graves adalah hipertiroidisme Graves?
100,Apakah nama lain dari penyakit Graves adalah toxic diffuse goiter?
300,"Apakan badan mudah merasa lelah, berat badan turun drastis, dan tidak kuat dengan panas adalah tanda dan gejala penyakit Graves?"
200,"Jika seorang ibu yang menderita penyakit Graves memiliki seorang anak perempuan, apakah mungkin anak perempuannya juga mengalami penyakit Graves?"
500,Bolehkah penyakit Graves langsung dioperasi saja?
600,Apakah risiko kesehatan jika penyakit Graves tidak diberikan pengobatan dengan tepat?
300,Apakah salah satu gejala penyakit Graves pada perempuan adalah perubahan siklus haid?
500,Terapi radioaktif iodin pada penyakit Graves?
500,Obat betablocker pada penyakit Graves untuk apa?
500,Apa saja indikasi pemberikan obat-obat untuk pasien dengan penyakit Graves?
500,Apakah obat-obatan untuk penyakit Graves memiliki efek samping?
500,Apakah kontraindikasi pemberian obat-obatan untuk penyakit Graves?
300,Apakah salah tanda dan gejala dari penyakit Graves adalah otot-otot yang terasa lemas?
300,Apakah periode menstruasi yang tidak teratur adalah salah satu dari tanda dan gejala penyakit Graves?
600,Apakah eksoftalmus pada mata itu?
400,Apakah tes fungsi tiroid pada pasien dengan kecurigaan penyakit Graves diperlukan?
400,Apakah tes serapan yodium radioaktif pada pasien dengan kecurigaan penyakit Graves diperlukan?
400,Apakah tes antibodi pada pasien dengan kecurigaan penyakit Graves diperlukan?
600,Apakah oftalmopati Graves itu?
600,Apakah penyakit Graves dapat mengakibatkan gangguan kehamilan?
600,Apakah penyakit Graves dapat mengakibatkan gangguan pada jantung?
600,Apakah penyakit Graves dapat mengakibatkan keadaan krisis tirotoksik?
600,Apakah penyakit Graves dapat mengakibatkan kerapuhan pada tulang?
600,Apakah penyakit Graves dapat mengakibatkan osteoporosis?
600,Apakah penyakit Graves dapat mengakibatkan preeklamsia pada ibu-ibu hamil?
600,Apakah penyakit Graves dapat mengakibatkan gangguan janin pada ibu-ibu yang sedang hamil?
300,"Apakah kondisi peningkatan fungsi tubuh seperti jantung berdebar-debar, keringat berlebih, berat badan turun tanpa pola merupakan gejala dari penyakit Graves?"
400,Apakah temuan laboratorium seperti peningkatan kadar hormon perangsung tiroid (TSH) merupakan gejala dari penyakit Graves?
200,Mengapa wanita berusia 40 tahun berisiko mengalami penyakit Graves?
400,Apakah pemeriksaan radioactive iodine uptake scan perlu dilakukan untuk menegakan diagnosis penyakit Graves?
300,Apakah sensitif terhadap suhu panas dan sering berkeringat merupakan salah satu tanda dan gejala dari penyakit Graves?
300,Apakah detak jantung yang cepat atau tidak teratur merupakan salah satu tanda dan gejala dari penyakit Graves?
300,Apakah keluhan sensitif terhadap cahaya yang disertai dengan mata menonjol merupakan salah satu gejala dari penyakit Graves?
400,Tes darah seperti apa yang diperlukan untuk memastikan diagnosis penyakit Graves?
400,Pemeriksaan fisik seperti apa yang diperlukan untuk memastikan kecurigaan penyakit Graves?
400,Apakah pemeriksaan USG bermanfaat untuk mendiagnosis penyakit Graves?
400,Apakah pemeriksaan radiologi seperti CT-Scan dan MRI bermanfaat untuk mendiagnosis penyakit Graves?
500,Aapakah obat tiroid PTU memiliki efek samping untuk ibu-ibu hamil?
500,Apakah obat tiroid Methimazole memiliki efek samping untuk ibu-ibu hamil?
500,Kapan bisa dilakukan pembedahan untuk mengatasi Graves disease?
600,Apakah penyakit Graves dapat mengakibatkan risiko keguguran pada ibu-ibu hamil?
600,Apakah penyakit Graves yang tidak ditangani dengan baik dapat mengakibatkan kejang-kejang?
600,Apakah penyakit Graves yang tidak ditangani dengan baik dapat mengakibatkan koma atau tidak sadarkan diri?
600,Apakah penyakit Graves yang tidak ditangani dengan baik dapat mengakibatkan mengigau (delirium)?
600,"Jika pada laki-laki, apakah sangat mungkin penyakit Graves mengakibatkan gangguan fungsi seksual?"
600,Apakah penyakit Graves mungkin menyebabkan kematian pada penderitanya?
100,Apakah penyakit Graves jika mendapatkan pengobatan yang tepat dapat menghilang sepenuhnya?
300,Apakah penurunan libido merupakan salah satu dari gejala Graves disease?
300,Apakah buang air besar yang lebih sering merupakan salah satu dari gejala Graves disease?
300,Apakah gangguan tidur merupakan salah satu dari gejala Graves disease?
600,Apakah komplikasi penyakit Graves disease pada ibu-ibu hamil dapat mengakibatkan bayi lahir prematur?
500,Apakah steroid dapat digunakan untuk mengobati penyakit Graves?
300,Apa saja yang termasuk gejala klasik Graves disease?
400,Dari mana memulai pemeriksaan untuk penyakit Graves?
500,Apakah tiroidektomi dapat digunakan untuk mengatasi penyakit Graves disease?
500,Apakah penggunaan propanolol dapat membantu mengatasi keluhan jantung berdebar pada penyakit Graves?
300,"Saya sering merasa kegerahan di suhu udara yang biasa saja, kira-kira kenapa ya, dok?"
300,"Saya mengalami benjolan di leher, apakah itu salah satu tanda gangguan kelenjar gondok?"
600,Apakah penyakit Graves menyebabkan siklus menstruasi tidak teratur?
600,Apakah penyakit Graves menyebabkan siklus haid tidak teratur?
500,Bagaimana cara mengobati penyakit Graves?
500,Apakah pengangkatan kelenjar tiroid merupakan solusi dari penyakit Graves?
100,Apakah penyakit Graves bisa disembuuhkan?
400,Bagaimana cara dokter mendiagnosis Graves disease?
300,Bagaimana kita mengenali tanda dan gejala dari penyakit Graves?
300,"Merasa mudah lelah padahal tidak melakukan apapun, apakah mungkin gejala dari ganggungan kelenjar tiroid?"
300,Apakah ada cara mudah mengetahui tanda dan gejala penyakit Graves?
300,Mata sulit dipejamkan dan kering tanda penyakit Graves?
100,Apakah penyebab utama dari penyakit Graves?
200,Apa saja faktor-faktor yang meningkatkan risiko seseorang mengalami penyakit Graves?
100,Apakah penyakit Graves menular ke orang lain?
100,Apa yang dimaksud dengan penyakit Graves?
400,Apa saja pengobatan yang dapat diberikan untuk mengatasi penyakit Graves?
300,Apakah gugup dan mudah tersinggung merupakan gejala dari penyakit Graves?
300,Berat badan turun drastis tanpa diet merupakan tanda penyakit Graves?
200,Apakah faktor keturunan berperan dalam risiko penyakit Graves?
200,Apakah riwayat operasi pada kelenjar tiroid salah satu faktor risiko penyakit Graves?
200,Apakah riwayat penyakit tiroid pada keluarga merupakan salah satu faktor risiko penyakit Graves?
300,Apakah kelemahan otot merupakan salah satu gejala dari penyakit Graves?
300,Apakah intoleran terhadap suhu panas merupakan salah satu gejala dari penyakit Graves?
300,Apakah diare merupakan salah satu gejala dari penyakit Graves?
300,Apakah mood swing merupakan salah satu gejala dari penyakit Graves?
600,Apakah penyakit Graves dapat mengakibatkan serangan jantung?
600,Apakah penyakit Graves pada ibu-ibu hamil dapat mengakibatkan hipertensi dalam kehamilan?
400,Apa saja tes tiroid yang diperlukan untuk memastikan diagnosis penyakit Graves?
300,"Mata terus melotot, waspadai penyakit Graves?"
500,"Terapi radioiodine untuk penyakit Graves, bisa kah dilakukan?"
500,Apakah terapi lini pertama untuk penyakit Graves?
600,Apakah penyakit Graves dapat mengakibatkan gagal jantung?
300,Apakah sering buang air kecil merupakan gejala dari penyakit Graves?
200,Apakah orang yang memiliki gangguan sistem kekebalan tubuh berisiko mengalami penyakit Graves?
200,"Merokok menyebabkan penyakit Graves, benarkah?"
300,"Apakah keluhan mata seperti rasa mengganjal, kesulitan menggerakkan mata, dan mata tampak menonjol merupakan tanda dan gejala dari penyakit Graves?"
100,Apakah penyakit Graves disebabkan oleh sistem kekebalan tubuh yang menyerang dirinya sendiri?
100,Apakah penyakit Graves disebabkan oleh produksi hormon tiroid yang berlebihan?
700,Apakah penyakit Graves bisa sembuh total?
300,Apakah kelenjar gondok pada penyakit Graves selalu membesar?
600,Apakah penyakit Graves dapat mengakibatkan infertilitas pada pasangan?
100,Apakah ada cara untuk mencegah penyakit Graves?
100,Apakah penyakit Graves termasuk ke dalam penyakit autoimun?
600,Apakah dampak penyakit Grave terhadap kesehatan tulang?
400,Bagaimana cara mengetahui penyakit Graves?
400,Bagaimana saya tau Graves disease?
700,Apakah penyakit Graves saya bisa sembuh?
700,Apakah Graves disease bisa sembuh total?
700,Apakah gejala penyakit Graves saya bisa membaik?
700,Apakah gejala penyakit Graves sangat berat?
800,Apakah dengan meminum herbal kita bisa sembuh dari penyakit Graves?
600,Apakah Graves pada perempuan hamil bisa membuat keguguran?
600,Apakah penyakit Graves pada ibu-ibu hamil bisa bikin darah tinggi?
600,Benarkah Graves disease bikin tulang keropos?
600,Bagaimana penyakit Graves bikin tulang keropos?
600,Benarkah Graves bikin gangguan perkembangan janin?
600,Benarkah Graves bikin gangguan pertumbuhan janin?
600,Benarkah penyakit Graves membuat gangguan pertumbuhan dan perkembangan janin?
600,Darah tinggi di ibu-ibu hamil karena penyakit Graves apakah benar?
600,"Sakit Graves bikin nyeri tulang dan gampang patah, benarkah?"
600,Apakah penyakit Graves bikin sakit jantung bengkak?
600,Apakah penyakit Graves bikin risiko gagal jantung?
600,Penyakit gagal jantung bisa disebabkan oleh penyakit Graves?
600,Apakah penyakit Graves bikin janin terancam?
600,Apakah penyakit Graves bisa bikin darah tinggi?
800,Bagaimana mencegah penyakit Graves?
800,Bagaimana mencegah Graves disease?
800,Apakah ada cara untuk mencegah penyakit Graves?
800,Cara mencegah penyakit Graves?
600,Apakah siklus menstruasi bisa terganggu karena penyakit Graves?
600,Apakah kesuburan wanita bisa terganggu karena penyakit Graves?
600,Apakah nyeri tulang tanda komplikasi penyakit Graves?
800,Apakah ada makanan untuk mencegah penyakit Graves?
800,Apakah ada obat herbal untuk mencegah Graves disease?
700,Apakah gejala penyakit Graves bisa mendingan?
600,Apakah mata bengkak salah satu tanda dari komplikasi penyakit Graves?
600,Apakah penyakit Graves bikin kehilangan gairah seksual pada pria dewasa?
600,Apakah masalah ereksi bisa disebabkan karena penyakit Graves?
600,Apakah penyakit Graves bisa menyebabkan masalah pada penis?
600,Apakah komplikasi penyakit Graves dapat mengakibatkan penurunan gairah seksual?
600,Apakah Graves disease dapat mengakibatkan kematian pada seseorang?
600,Apakah penyakit Graves yang parah banget bisa bikin koma dan kejang-kejang?
600,Apa saja macam-macam komplikasi dari Graves disease?
600,Bagaimana penyakit Graves bisa bikin gangguan pada mata?
600,Apakah gangguan ereksi pada penis pria berhubungan dengan penyakit Graves?
800,Apakah obat herbal bisa membantu mencegah penyakit Graves?
200,Bagaimana mengetahui faktor risiko penyakit Graves?
300,Bagaimana mengenali ciri-ciri penyakit Graves dengan mudah?
300,Apakah ciri-ciri penyakit Graves bisa dilihat dari lehernya?
400,Apakah penyakit Graves perlu periksa darah?
400,Apakah penyakit Graves perlu periksa radiologi?
200,Siapa saja yang berisiko terkena penyakit Graves?
200,Apakah anak kecil mungkin terkena penyakit Graves?
400,Mengapa kita perlu perika fungsi tiroid untuk penyakit Graves?
100,Apakah penyakit Graves disebabkan karena kadar hormon tiroid yang tinggi?
100,Apa nama penyakit yang ditemukan oleh Robert Graves?
100,Robert Graves menemukan peyakit apa?
700,Apakah penyakit Graves bisa sembuh sendiri?
300,Kapan sebaiknya kita periksa ke dokter untuk memastikan penyakit Graves?
100,Apakah nama lain dari penyakit Graves?
300,Benarkah degdegan salah satu gejala dari Graves disease?
300,Benarkan gelisah saat tidur merupakan gejala dari penyakit Graves?
300,Benarkah mata melotot dan sulit dipejamkan merupakan salah satu tanda dan gejala Graves disease?
200,Wanita muda lebih berisiko mengalami penyakit Graves itu benar tidak?
500,Obat PTU itu untuk penyakit apa?
500,Obat methimazole itu untuk penyakit apa?
400,Pemeriksaan kadar TSH itu untuk apa?
500,Kapan pengangkatan kelenjar tiroid pada kasus Graves disease diperlukan?
500,Apakah pengangkatan kelenjar tiroid selalu diperlukan?
600,Apakah penyakit Graves menyebabkan pria tidak perkasa?
800,Apakah ada buah-buahan dan sayur-sayuran untuk mencegah penyakit Graves?
500,Apakah ada pengobatan alternatif untuk mengatasi penyakit Graves?
500,Apakah pergi ke dukun bisa membantu menyembuhkan penyakit Graves saya?
700,Apakah saya akan menderita penyakit Graves selamanya?
700,Apakah itu artinya saya tidak akan pernah bisa sembuh dari penyakit Graves?
700,Apakah gejala penyakit Graves saya bisa hilang?
500,Apakah saya bisa pakai kemoterapi untuk mengobati penyakit Graves saya?
800,Apakah minum kopi bisa mencegah saya dari penyakit Graves?)
800,Apakah jinten hitam bisa membuat saya terhindar dari penyakit Graves?
800,Apakah minum jus jambu biji bisa menjadi solusi saya terhindar dari penyakit Graves?
700,Apakah Graves disease sebegitu bahayanya?
700,Apakah penyakit Graves termasuk penyakit yang mematikan?
600,Mungkinkah penyakit Graves menyerang ginjal saya?
100,Apakah penyakit Graves itu kanker?
100,Benarkah penyakit Graves itu merupakan salah satu bagian dari kanker?
200,Benarkah penyakit Graves bisa menular melalui hubungan seksual?
500,Apakah terapi sinar bisa menyembuhkan penyakit Graves saya?
700,Apakah dengan penyakit Graves saya masih mungkin sehat kembali?
700,Benarkah Graves disease menyebabkan mati cepat?
300,Benarkah lemas terus sepanjang hari adalah salah satu gejala penyakit Graves?
500,Benarkah pengangkatan kelenjar tiroid salah satu pilihan terapi penyakit Graves?
700,Apakah benar Graves menyebabkan kecacatan seumur hidup?
700,Apakah benar Graves disease ngga bisa sembuh selama-lamanya?
700,Apakah saya perlu pasrah karena penyakit Graves saya ini?
800,Apakah ada hal yang perlu saya lakukan supaya terhindar dari penyakit Graves?
800,Apakah ada obat herbal untuk membantu saya terhindar dari penyakit Graves?
800,Benarkah air rebusan jeruk nipis bisa membuat saya lebih sehat dan terhindar dari penyakit Graves?
300,Apakah tanda-tandanya penyakit Graves itu sesak napas?
600,Apakah penyakit Graves bisa menyebabkan masalah di paru-paru saya?
300,Benarkah penampilan kurus kering salah satu tanda dan gejala penyakit Graves?
200,Apakah bayi mungkin terkena penyakit Graves?
800,Benarkah mandi uap belerang bisa membantu badan saya lebih sehat dan mencegah penyakit Graves?
700,Apakah penyakit Graves membuat kekhawatiran yang luar biasa?
400,Saya harus periksa apa untuk memastikan penyakit Graves?
100,Graves disease apakah adalah salah satu dari penyakit autoimun?
500,Apakah operasi tiroidektomi direkomendasikan sebagai pilihan utama?
600,Apakah penyakit Graves lama kelamaan bisa bikin penyakit gagal jantung kongestif?
600,"Apakah sesak napas, kaki bengkak, dan susah tidur dengan satu bantal salah satu gejala gagal jantung karena penyakit Graves?"
300,Benarkah ngga kuat suhu panas salah satu tanda Graves disease?
300,Benarkah tangan dan kaki yang gemetaran salah satu gejala Graves disease?
300,"Benarkah berat badan turun drastis, kurus ceking salah satu tandanya penyakit Graves dalam tubuh?"
100,"Kata dokter saya itu kena penyakit yang namanya Graves disease, tapi itu jenis penyakit apa ya?"
600,Apakah keropos tulang bisa lebih cepet terjadi di penderita penyakit Graves?
600,Apakah siklus menstruasi saya bisa kembali normal kalau saya minum obat-obat untuk penyakit Graves saya?
300,Apakah benar tangan dan kaki kaku seperti robot itu salah satu cirinya penyakit Graves?
600,Apakah krisis tiroid merupakan bentuk komplikasi paling parah dari penyakit Graves?
700,Apakah Graves disease membuat saya lebih cepat meninggalkan dunia ini?
200,"Ibu saya seorang penderita Graves, apakah saya sangat berisiko mengalami hal yang serupa?"
700,Jika seseorang mengalami penyakit Graves apakah mungkin bisa sehat kembali seperti orang normal?
500,Apa nama operasi yang bisa dilakukan untuk penyandang Graves disease?